[9£¬288]:1.300537149864107,[9£¬100]:1.2726017590646297,[9£¬9]:1.2707989642351862,[9£¬127]:1.2479224507582283,[9£¬289]:1.0844452999723273,[9£¬181]:1.0411776545898068,[9£¬523]:0.8738162065680253,[9£¬531]:0.8569291248986447,[9£¬14]:0.8479316639234142,[9£¬222]:0.841972886367408,
[931£¬748]:2.801132956212754,[931£¬1]:2.54039413017422,[931£¬282]:2.4878162445988403,[931£¬307]:2.457351106194328,[931£¬25]:2.452582153046471,[931£¬276]:2.4389639748481944,[931£¬9]:2.418959962132744,[931£¬328]:2.4182417908065146,[931£¬323]:2.3863592396551465,[931£¬289]:2.172527924568889,
[364£¬322]:2.9347163293672494,[364£¬245]:2.555088028184601,[364£¬258]:2.4250763585466624,[364£¬300]:2.410318827543536,[364£¬323]:2.1754597270019524,[364£¬324]:2.0970967483577363,[364£¬292]:2.0933977697462813,[364£¬748]:1.776447789441446,[364£¬872]:1.69808481079723,[364£¬879]:1.6658197561813657,
[784£¬258]:4.39457474871472,[784£¬294]:3.310469153500016,[784£¬288]:3.295749649124818,[784£¬245]:3.295087864272582,[784£¬887]:3.2492605555339478,[784£¬322]:2.7989467226469715,[784£¬301]:2.71259907106388,[784£¬689]:2.6670354873857693,[784£¬354]:2.250278311312184,[784£¬879]:2.2200498056355276,
[913£¬250]:3.412021990459381,[913£¬188]:3.404045468933481,[913£¬147]:3.40363461250571,[913£¬568]:3.39565809097981,[913£¬135]:3.3907321042797496,[913£¬234]:2.999172976266282,[913£¬176]:2.9904201130625534,[913£¬423]:2.9903406818264036,[913£¬257]:2.9903406818264036,[913£¬455]:2.9887842294323246,
[47£¬269]:4.240977077638259,[47£¬300]:3.2776092770726475,[47£¬245]:2.4955957999374254,[47£¬326]:2.4955957999374254,[47£¬690]:2.049853305777216,[47£¬271]:1.985011660792746,[47£¬289]:1.946969255925389,[47£¬294]:1.9137211544828012,[47£¬328]:1.9137211544828012,[47£¬270]:1.8680598109495286,
[160£¬98]:3.058779829642518,[160£¬12]:3.058779829642518,[160£¬257]:3.0554403010363105,[160£¬181]:3.0430617812545155,[160£¬144]:2.733815412873305,[160£¬475]:2.722484326047371,[160£¬183]:2.7214368930915103,[160£¬216]:2.411086445146731,[160£¬8]:2.411086445146731,[160£¬357]:2.411086445146731,
[421£¬50]:3.3871570540711105,[421£¬181]:2.2904406116598652,[421£¬317]:2.190960749939363,[421£¬357]:2.1659739813292784,[421£¬195]:1.8932601588903921,[421£¬216]:1.8932601588903921,[421£¬210]:1.8888538548787017,[421£¬514]:1.8777241349134486,[421£¬8]:1.8629402217003463,[421£¬265]:1.8489298259715174,
[69£¬288]:3.3527316907844256,[69£¬7]:3.0132948386302436,[69£¬121]:2.9829707357853774,[69£¬293]:2.598334276931759,[69£¬1012]:2.584761898597473,[69£¬286]:2.2709994166215948,[69£¬125]:2.257176344222729,[69£¬127]:2.213519538864495,[69£¬762]:2.209507606279495,[69£¬544]:2.209507606279495,
[842£¬307]:3.2093102581188355,[842£¬300]:3.1956739491257022,[842£¬286]:3.115651676960666,[842£¬347]:2.7844042458838554,[842£¬344]:2.738689459257871,[842£¬750]:2.317225844046109,[842£¬346]:2.24875265856153,[842£¬301]:2.240369993732595,[842£¬748]:1.9382310020226574,[842£¬690]:1.8467392347633154,
[49£¬402]:3.76767922033408,[49£¬655]:3.76767922033408,[49£¬7]:3.76767922033408,[49£¬50]:3.76767922033408,[49£¬174]:3.76767922033408,[49£¬226]:3.76767922033408,[49£¬436]:3.413670262820888,[49£¬4]:3.407554785399464,[49£¬176]:3.4011024897031117,[49£¬228]:3.4011024897031117,
[464£¬286]:3.045308847290871,[464£¬879]:2.2611747610496744,[464£¬245]:1.912347823113516,[464£¬340]:1.9097206337963448,[464£¬690]:1.909684288806564,[464£¬327]:1.908291176829711,[464£¬322]:1.896512282304938,[464£¬682]:1.531470286024247,[464£¬873]:1.5288430967070759,[464£¬261]:1.5172007469332054,
[445£¬471]:3.711715133493834,[445£¬678]:3.669579981569218,[445£¬508]:3.2829923150406493,[445£¬328]:2.9259527299234236,[445£¬250]:2.9259527299234236,[445£¬307]:2.9217535463063076,[445£¬286]:2.8908436657522256,[445£¬255]:2.8772314150603444,[445£¬111]:2.865742192759632,[445£¬25]:2.85599956146226,
[315£¬514]:3.335198096813593,[315£¬89]:2.9291056838410543,[315£¬655]:2.9148030134172824,[315£¬179]:2.912976779634329,[315£¬69]:2.5679641464793366,[315£¬191]:2.563490668694059,[315£¬174]:2.563490668694059,[315£¬196]:2.563490668694059,[315£¬182]:2.563490668694059,[315£¬111]:2.5564475471783172,
[758£¬182]:4.694722183098042,[758£¬237]:4.694722183098042,[758£¬50]:4.694722183098042,[758£¬22]:4.694722183098042,[758£¬187]:4.246283659245251,[758£¬100]:4.23284142945484,[758£¬70]:4.23284142945484,[758£¬333]:4.222022622507614,[758£¬265]:4.212714160196612,[758£¬71]:3.785970873961323,
[903£¬172]:3.845574326919854,[903£¬69]:3.4739558702579485,[903£¬174]:3.470275021261223,[903£¬135]:3.4618720907717435,[903£¬195]:3.4306338358041204,[903£¬82]:3.088485001318233,[903£¬423]:3.088485001318233,[903£¬527]:3.088485001318233,[903£¬655]:3.0865727851131126,[903£¬654]:3.078871694029229,
[801£¬879]:2.97293531511951,[801£¬258]:2.96282233108533,[801£¬313]:2.9625526648732263,[801£¬264]:2.9433789810764166,[801£¬286]:2.5389846666051703,[801£¬322]:2.53649470838744,[801£¬294]:2.1605285977579523,[801£¬340]:2.159815059143427,[801£¬887]:2.1219115639522297,[801£¬323]:2.121796560673294,
[902£¬50]:2.6119883291655106,[902£¬100]:1.9659685109498515,[902£¬56]:1.9606673244266637,[902£¬288]:1.9533943121956527,[902£¬210]:1.6556701837614543,[902£¬174]:1.6494299465857019,[902£¬286]:1.6483105461861012,[902£¬222]:1.6022501265287343,[902£¬22]:1.589589302430194,[902£¬96]:1.589589302430194,
[433£¬332]:2.891976364298225,[433£¬288]:2.153745335547846,[433£¬289]:2.1422903075101036,[433£¬258]:2.108893946886092,[433£¬327]:1.8128368963748351,[433£¬328]:1.7888176082010068,[433£¬321]:1.7523448612943422,[433£¬879]:1.4510573434644074,[433£¬331]:1.429251952770579,[433£¬292]:1.4221048582819902,
[865£¬476]:2.7448451043498334,[865£¬748]:2.742729915595311,[865£¬237]:2.4098099372130224,[865£¬291]:2.397286303068975,[865£¬742]:2.397286303068975,[865£¬258]:2.085629462038539,[865£¬125]:2.0839419215027997,[865£¬866]:2.0839419215027997,[865£¬273]:2.0809012062233996,[865£¬126]:2.0657652380557194,
[229£¬286]:4.194140747377611,[229£¬690]:2.6154104536971765,[229£¬301]:2.5815741119529454,[229£¬333]:2.5307062521939323,[229£¬268]:2.0358345928885386,[229£¬689]:1.6326304169234458,[229£¬873]:1.6113267277018584,[229£¬289]:1.6048404561115397,[229£¬354]:1.5939266229518363,[229£¬327]:1.5913491887928428,
[352£¬22]:3.1035239090325697,[352£¬56]:3.0729744972884023,[352£¬258]:2.736686917999181,[352£¬11]:2.3902513332309234,[352£¬294]:2.3340755998318325,[352£¬127]:1.9915948437576434,[352£¬187]:1.9915948437576434,[352£¬238]:1.9720193082132869,[352£¬200]:1.9301599319166525,[352£¬69]:1.928652277927141,
[635£¬245]:2.756794191473823,[635£¬258]:2.467248431117603,[635£¬748]:2.447851849320021,[635£¬690]:2.408849992052385,[635£¬288]:2.3880143788349897,[635£¬340]:2.1035551252005966,[635£¬332]:2.0749169223285753,[635£¬322]:2.0707282326871956,[635£¬286]:2.0143662445181354,[635£¬271]:1.9531633310433714,
[52£¬50]:3.212256246020461,[52£¬274]:2.5209883037320298,[52£¬181]:2.508344095816631,[52£¬473]:2.494350237079263,[52£¬294]:2.477998004526777,[52£¬286]:2.467433574817225,[52£¬14]:2.4671923750175266,[52£¬222]:2.463010492228439,[52£¬1]:2.153908783754668,[52£¬124]:2.1315215117615685,
[616£¬313]:4.749035929891285,[616£¬331]:3.183342201526949,[616£¬294]:3.1327932715074307,[616£¬340]:3.1073442850560244,[616£¬750]:2.6416994465114563,[616£¬310]:2.635743149759722,[616£¬326]:2.5330301051642388,[616£¬751]:2.132876232791828,[616£¬887]:2.1253016670171334,[616£¬269]:2.1253016670171334,
[339£¬50]:4.775072615136594,[339£¬176]:4.314003262925242,[339£¬96]:4.314003262925242,[339£¬367]:4.31351067877682,[339£¬172]:4.31351067877682,[339£¬393]:4.307583023761165,[339£¬186]:4.305160049824792,[339£¬132]:4.305160049824792,[339£¬100]:4.296083174808093,[339£¬89]:4.290486894991602,
[833£¬423]:4.383157798592532,[833£¬210]:4.383157798592532,[833£¬23]:4.383157798592532,[833£¬216]:3.956446091815062,[833£¬173]:3.9467517509323464,[833£¬405]:3.9467517509323464,[833£¬176]:3.9309459799950695,[833£¬514]:3.533118086792971,[833£¬82]:3.5273573918912886,[833£¬393]:3.5241186051269677,
[920£¬315]:4.213678450616947,[920£¬294]:3.0849711051137962,[920£¬326]:2.572839656223981,[920£¬331]:2.151685113486847,[920£¬245]:2.0985244455328975,[920£¬310]:2.0930242135738535,[920£¬289]:2.092568173289377,[920£¬748]:2.092568173289377,[920£¬323]:2.045635291292321,[920£¬327]:2.029461772025646,
[399£¬258]:4.943734339840308,[399£¬11]:4.943734339840308,[399£¬88]:4.943734339840308,[399£¬183]:4.943734339840308,[399£¬4]:4.472244839955912,[399£¬172]:4.471690431865043,[399£¬202]:4.471690431865043,[399£¬22]:4.471690431865043,[399£¬240]:4.46927767699105,[399£¬186]:4.46927767699105,
[134£¬307]:3.164169340177196,[134£¬272]:3.1422332500300136,[134£¬310]:2.6805429915916945,[134£¬322]:2.268473876027887,[134£¬294]:2.2622658136532103,[134£¬333]:2.247938966147089,[134£¬245]:1.83318812596188,[134£¬289]:1.7877439546339762,[134£¬750]:1.7862487077087694,[134£¬288]:1.7850622300125747,
[278£¬269]:2.6883127222123875,[278£¬328]:2.317231668973416,[278£¬333]:2.2896865844882024,[278£¬272]:1.9482650525739258,[278£¬307]:1.8415565581801865,[278£¬748]:1.6664044750170195,[278£¬345]:1.6178960319893432,[278£¬289]:1.5363683819447596,[278£¬303]:1.4843908787007278,[278£¬340]:1.4709032504787145,
[683£¬286]:4.126171171592929,[683£¬750]:3.586398589119033,[683£¬310]:3.580921265951647,[683£¬333]:3.0916680570519817,[683£¬323]:3.082787255549263,[683£¬326]:3.0734285300617246,[683£¬751]:3.067336565057191,[683£¬304]:3.0314552412285414,[683£¬334]:2.56359162524882,[683£¬338]:2.0941275805069974,
[654£¬7]:3.887931827227905,[654£¬196]:3.8866654871234383,[654£¬471]:3.871860061568579,[654£¬98]:3.4652776786058546,[654£¬124]:3.4524167983732488,[654£¬176]:3.427066351777157,[654£¬423]:3.425261192950946,[654£¬222]:3.425261192950946,[654£¬202]:3.4159825120141805,[654£¬286]:3.02484753189183,
[322£¬56]:2.4832322974378087,[322£¬79]:2.196339736465469,[322£¬187]:2.173526378438672,[322£¬357]:2.169392828858244,[322£¬174]:2.068466390104289,[322£¬182]:1.9081445276133515,[322£¬185]:1.90659245283352,[322£¬504]:1.905894720081852,[322£¬204]:1.8811976200061267,[322£¬180]:1.8796455452262952,
[512£¬100]:1.8301835094805323,[512£¬181]:1.5596938854749822,[512£¬210]:1.5596938854749822,[512£¬174]:1.5592979310447102,[512£¬483]:1.3128085255356352,[512£¬195]:1.3124125711053631,[512£¬64]:1.310784333264201,[512£¬269]:1.2982290342307141,[512£¬172]:1.2962161078540653,[512£¬288]:1.2958201534237932,
[277£¬475]:2.6260619625877384,[277£¬276]:2.6193762480770744,[277£¬127]:2.5423088162125587,[277£¬118]:2.266719385361316,[277£¬294]:2.247417415272109,[277£¬300]:2.2369194349475876,[277£¬288]:2.2348137954135106,[277£¬222]:2.1878386371666068,[277£¬410]:1.8164321261124103,[277£¬298]:1.7997881173080486,
[605£¬222]:3.268291715520533,[605£¬258]:3.251392340706662,[605£¬748]:2.9009540186814307,[605£¬265]:2.883061346574842,[605£¬56]:2.877631497912888,[605£¬181]:2.877631497912888,[605£¬111]:2.5655931621836325,[605£¬257]:2.5361321295042667,[605£¬25]:2.5361321295042667,[605£¬28]:2.5279339717729967,
[450£¬50]:5.377380191676581,[450£¬173]:5.377380191676581,[450£¬183]:4.850359250395535,[450£¬215]:4.845166684240146,[450£¬483]:4.838664881366004,[450£¬185]:4.822487824928967,[450£¬506]:4.323749801980433,[450£¬134]:4.323749801980433,[450£¬79]:4.32136821190195,[450£¬175]:4.311219571664717,
[531£¬294]:2.9681996177769645,[531£¬340]:2.918837254284517,[531£¬326]:2.916505383873108,[531£¬313]:2.537641140746528,[531£¬879]:2.517551077331953,[531£¬301]:2.517551077331953,[531£¬307]:2.116934268947065,[531£¬873]:2.0967758315452323,[531£¬322]:2.0761362826841325,[531£¬310]:1.7597233534209846,
[139£¬276]:2.3512674433653635,[139£¬9]:1.7889074130970848,[139£¬124]:1.7285596282597924,[139£¬293]:1.6958411362135548,[139£¬15]:1.468619469984887,[139£¬258]:1.4427636249360387,[139£¬181]:1.436116974441779,[139£¬319]:1.1919243744667782,[139£¬547]:1.1661995979915134,[139£¬273]:1.1635875086506657,
[414£¬271]:2.8606513471837522,[414£¬286]:2.8485191404132038,[414£¬333]:2.4546559596915154,[414£¬332]:2.4502600063496907,[414£¬268]:2.4288919767050623,[414£¬682]:2.038531947525649,[414£¬323]:1.6603041251167845,[414£¬327]:1.6574077412203154,[414£¬324]:1.6481719183462358,[414£¬328]:1.6402728134621363,
[787£¬690]:3.5967396949411516,[787£¬300]:3.564817437756994,[787£¬289]:3.180073028274485,[787£¬343]:3.162935659532935,[787£¬271]:2.758609413062723,[787£¬301]:2.7529519301858607,[787£¬322]:2.7529519301858607,[787£¬313]:2.7361210469025496,[787£¬340]:2.6700230495443753,[787£¬315]:2.6523272013311683,
[105£¬286]:4.067468317367554,[105£¬315]:3.6382321874219925,[105£¬328]:3.6185637762453635,[105£¬358]:2.1108601354714125,[105£¬312]:2.034890480495943,[105£¬300]:1.970956982598882,[105£¬316]:1.5860769698383383,[105£¬343]:1.5566166377255892,[105£¬310]:1.556525607261003,[105£¬340]:1.4801513329971594,
[297£¬28]:3.5936934868329775,[297£¬121]:3.591916466924567,[297£¬180]:3.591847092182694,[297£¬568]:3.5878207280960126,[297£¬405]:3.58317175303295,[297£¬318]:3.5786198748918494,[297£¬11]:3.5754327424610297,[297£¬197]:3.567738715974146,[297£¬172]:3.550798852198062,[297£¬393]:3.154164262994204,
[416£¬22]:5.143433031034507,[416£¬186]:4.654792438876516,[416£¬451]:4.654792438876516,[416£¬655]:4.624758234359316,[416£¬223]:4.618837949090348,[416£¬233]:4.618837949090348,[416£¬204]:4.607889686413682,[416£¬99]:4.149244511558609,[416£¬135]:4.141442943337316,[416£¬386]:4.1301973569323565,
[751£¬56]:3.9194312809064202,[751£¬275]:3.151591665750021,[751£¬22]:3.143825795175756,[751£¬151]:3.1377929621299363,[751£¬132]:3.0995972810432915,[751£¬747]:3.0918144171719977,[751£¬191]:3.082227246847486,[751£¬69]:2.7692313641361364,[751£¬71]:2.7657638820733657,[751£¬318]:2.7640377718048423,
[71£¬127]:2.2712134093924923,[71£¬12]:2.268282950049166,[71£¬531]:1.6484057880422682,[71£¬137]:1.647616372322073,[71£¬269]:1.6446450493974967,[71£¬96]:1.6075308887672233,[71£¬474]:1.600045543593284,[71£¬173]:1.3320732185725048,[71£¬69]:1.3279055443137358,[71£¬427]:1.3238451673179417,
[819£¬305]:2.278507427094251,[819£¬313]:2.2533994966117388,[819£¬328]:2.2093526548619082,[819£¬269]:2.2028849072783685,[819£¬272]:2.193941465057238,[819£¬690]:1.8836669005851958,[819£¬310]:1.8496762787276901,[819£¬333]:1.801104364398045,[819£¬326]:1.5210854136751184,[819£¬896]:1.5122623040275887,
[5£¬230]:3.857234124642122,[5£¬265]:3.857234124642122,[5£¬210]:3.857234124642122,[5£¬202]:3.4812596938704337,[5£¬568]:3.4806085490371648,[5£¬195]:3.4806085490371648,[5£¬550]:3.479528004424103,[5£¬96]:3.470028126777099,[5£¬89]:3.1046341182654764,[5£¬56]:3.1035535736524147,
[648£¬135]:4.32513707536066,[648£¬151]:3.8781431646061564,[648£¬62]:3.851848181633437,[648£¬226]:3.851777146368306,[648£¬68]:3.843703564179781,[648£¬403]:3.8436971132006503,[648£¬118]:3.8436971132006503,[648£¬451]:3.843180430787661,[648£¬100]:3.838007278091457,[648£¬196]:3.8285319235551754,
[314£¬172]:3.791884050021868,[314£¬97]:3.791884050021868,[314£¬49]:3.791884050021868,[314£¬181]:3.791884050021868,[314£¬79]:3.7866296806126964,[314£¬385]:3.7761037709974143,[314£¬174]:3.763544386807509,[314£¬423]:3.4052207352324615,[314£¬732]:3.4052207352324615,[314£¬1035]:3.3999663658232895,
[798£¬99]:3.808954955518122,[798£¬399]:3.440871675630374,[798£¬294]:3.4352156592485596,[798£¬755]:3.0912240971978235,[798£¬385]:3.0767668346953356,[798£¬143]:3.0759336254814853,[798£¬625]:3.0689087473324337,[798£¬117]:3.0678784793314144,[798£¬496]:3.0678784793314144,[798£¬186]:3.0678784793314144,
[22£¬183]:4.213248041358177,[22£¬176]:4.213248041358177,[22£¬82]:4.213248041358177,[22£¬222]:3.805951327092534,[22£¬22]:3.801457607665011,[22£¬405]:3.7475856187369274,[22£¬226]:3.4160714055478656,[22£¬550]:3.4034389650213024,[22£¬1]:3.3260523478239485,[22£¬56]:3.3215586283964256,
[642£¬79]:4.613094018760641,[642£¬222]:4.144835246349758,[642£¬781]:4.10413082600922,[642£¬100]:3.7066931717531064,[642£¬24]:3.7066931717531064,[642£¬62]:3.7017297138760843,[642£¬692]:3.66726808257168,[642£¬655]:3.665988751412568,[642£¬111]:3.6358720535983364,[642£¬196]:3.282669741038729,
[705£¬550]:3.9634776605814004,[705£¬1]:3.950614197554419,[705£¬117]:3.551018843988236,[705£¬423]:3.538155380961255,[705£¬229]:3.5274169341218977,[705£¬69]:3.478346455896138,[705£¬204]:3.478346455896138,[705£¬449]:3.109122035193755,[705£¬56]:3.104529577213942,[705£¬568]:3.0941344737151546,
[468£¬455]:4.05212008741815,[468£¬147]:4.05212008741815,[468£¬176]:3.6533443606218436,[468£¬257]:3.6532373755267575,[468£¬1]:3.650891119612071,[468£¬183]:3.641196160343318,[468£¬298]:3.641196160343318,[468£¬129]:3.255921484667903,[468£¬514]:3.255921484667903,[468£¬288]:3.2544616487304507,
[184£¬318]:4.579267248896367,[184£¬135]:4.579267248896367,[184£¬173]:4.579267248896367,[184£¬186]:4.13553530029793,[184£¬195]:4.13553530029793,[184£¬234]:4.13553530029793,[184£¬204]:4.122163213277688,[184£¬70]:4.114486679339152,[184£¬168]:3.690418704663245,[184£¬211]:3.687518789632427,
[711£¬210]:4.251207160927065,[711£¬172]:4.251207160927065,[711£¬28]:4.251207160927065,[711£¬12]:4.251207160927065,[711£¬100]:3.8390707915064035,[711£¬265]:3.8300327146105544,[711£¬133]:3.826525789413328,[711£¬234]:3.826525789413328,[711£¬125]:3.8042262020823343,[711£¬82]:3.797203677855733,
[137£¬294]:2.2464413141561597,[137£¬405]:2.225301657250751,[137£¬127]:2.192967544811566,[137£¬258]:1.8926739926839398,[137£¬252]:1.8754396774936994,[137£¬125]:1.8567980640565613,[137£¬255]:1.4954187335400944,[137£¬151]:1.4859492586414396,[137£¬304]:1.4767771201029563,[137£¬685]:1.1594819841985733,
[198£¬28]:4.59894325551075,[198£¬144]:4.144389452793086,[198£¬380]:4.139141372008238,[198£¬226]:4.139141372008238,[198£¬22]:4.136396492560093,[198£¬173]:4.135817788399409,[198£¬566]:3.694660387823545,[198£¬154]:3.6937626330793605,[198£¬88]:3.688514552294513,[198£¬202]:3.6808268444215955,
[244£¬176]:4.3255319561616075,[244£¬98]:4.3255319561616075,[244£¬164]:4.3255319561616075,[244£¬210]:4.3255319561616075,[244£¬4]:4.3255319561616075,[244£¬405]:4.3255319561616075,[244£¬12]:4.3255319561616075,[244£¬318]:3.912406663186279,[244£¬265]:3.908235770722537,[244£¬11]:3.908235770722537,
[881£¬82]:4.896941317017941,[881£¬568]:4.896941317017941,[881£¬229]:4.425981727445245,[881£¬132]:4.4150557077100725,[881£¬431]:4.407783719731228,[881£¬203]:4.405862512308362,[881£¬172]:4.388466991845372,[881£¬692]:3.936824130158532,[881£¬2]:3.9304314718687863,[881£¬210]:3.9285102644459204,
